Location,OriginalTweet,Sentiment
United States,"World leaders do you still not realize the #Kashmir struggle?
Westerners are in a state of panic and stocking piles of water and food supplies imagine being lockdown for more than 7 months. 
Wake up!!!
#CoronavirusOutbreak #KashmirLockdown #Kashmiris #COVID2019 #coronapocolypse",Negative
London,"I've not been able to get Doggo's food, not due to panic buying, due to european supply issues caused by Covid-19.... Have ordered from Amazon but paid £20 more, wonder if I'll get this or not. If not Doggo is on rations!",Positive
,Ive been online shopping for the past 2 days now #coronavirus,Neutral
,"When the government says to start social distancing, but you work retail so you can't just not talk to customers in the store lol fml I'm 100% going to catch covid-19",Positive
"Adelaide, Australia","Plus side to covid-19 is saving money.

Online shopping packages from China are HELLA delayed. I don't own a car and don't wanna use public transport.

Hell. I don't wanna be around people who have apparently just worked out how to wash their hands and wipe their ass.",Extremely Negative
Arizona,"I am hearing the National quarantine is going to start on Wednesday the 18th.  They said stock up on essentials, food and ammo.  ?  They believe this is going to get ugly. #coronavirus #covid19 #nationalquarantine",Negative
,"So food banks are now closing because they can't source enough items thanks to fckwits panic-buying everything. Who cares about the broke single-mum with three kids who can't feed them? As long as YOU have 6 mths of pasta stockpiled, let 'em starve. ?#coronavirus #covid19",Negative
United States,"DEAR HOARDER :
#COVID?19 #COVID19 #coronapocolypse #coronavirus #COVID #Hoarders #groceries #panicshopping #StopPanicBuying https://t.co/bV0ajl2Yww",Positive
London,First shops to make this effort could really win the PR game... and make a real difference. https://t.co/6TqO57Lt0q,Extremely Positive
"Denver, CO","How come #TrumpIsAnIdiot or #trumpneedstoshutup is not trending?? For real!! People are freaked, stores cant keep food on their shelf, and the stock market is out of control. @realDonaldTrump please for the sake of the county shut up. #coronavirus",Neutral
Rear spot ?,"Mum actually mounted a dispenser and soap. You wash your hand before you enter her supermarket. 

No chance for Covid-19",Positive
"North Carolina, USA","I would list a plethora of To Dos, but unfortunately my day jobs are in health care and supermarket retail. So while everyone is bucking down, Ill be out taking care of the sick and feeding the hungry.
#coronavirus #COVID2019 #StaySafe #frontlines",Positive
Global citizen,"Things I may stockup on if things get crazy 
1. Chocolate 
2. Make up remover 
3. Concealer for my dark circles 
4. Chewing gum
5. Pringles 
6. Seeds to grow flowers 
7. Manual of how to survive in an apocalypse 
8. More chocolate 
9. Gin
10. Kitten heel shoes
#coronavirus",Negative
"Toronto, Ontario",Please read our full LAVA Covid-19 Statement &amp; Announcement of Online Store for Consumer Electronics and Computing Interfaces here: https://t.co/1u3gfhzk0Z https://t.co/s8pH8wAsty,Positive
"Nairobi, Kenya",Cleanshelf supermarket Sanitizers 19,Neutral
United States,@Walmart @Target @kroger increase your workers for your online shopping and add more time slots for pick up and delivery... and hire workers for a short time from other business being shut down! #WINWIN #coronavirus #stayindoorsandshop,Positive
"Palo Alto, CA",Thank you @NorthgateGlzMrk for taking care of our abuelos/as! https://t.co/nWmxYoOMHf,Extremely Positive
"Scunthorpe, England","Also, to the people stocking up on soap, hand sanitiser and toilet roll, leaving the shelves empty the rest of us. You do realise to stop the spread of #coronavirus other people need to be able to wash their hands too...

?? #StopPanicBuying https://t.co/MzLdWhLGGg",Positive
Nottinghamshire,My 79 (nearly 80) year old nana hasnt stock piled food or toilet rolls. But...she has stocked her cupboard up with two full tubs of horlicks #Priorities #CoronaVirus ?? https://t.co/MRK7r62Fv5,Neutral
"Columbia, MD, United States","If a person doesnt have the capability to do online shopping, I would encourage for a relative / friend / acquaintance to do the shopping for them (if out of city / state / country) and have them as alternate pick up person. #coronavirus #CoronavirusOutbreak #Covid_19",Extremely Positive
Hogwarts - Jamaica,Televangelists are making a killing from the CoVID 19 panic. Theyre selling their survival meals for $750 for 60 days worth of food. ?? Im almost sure it was at least $200 cheaper two months ago.,Extremely Negative
Nowhere,"COVID-19 RETAIL EDITION 
fitting rooms closed the store is pact. People are upset that they cant try on clothes the worst thing on their mind rn is not being able to fit in that pair of jeans. As restaurants and bars are closing Im reminded of the ignorance of corporate America",Extremely Negative
,"The opportunities &amp; challenges caused by #reverselogistics are even more apparent with the current #COVID-19 pandemic. As many stores have closed their physical locations, even more consumers are turning to online shopping. https://t.co/jmewQM90Z7
#ECommerce #Returns #Coronavirus https://t.co/CCVKSzz3OH",Positive
Scotland,"Here is a photo from an Edinburgh supermarket last night. I happen to work here. 

Im one of the workers the UK gov classed as low skilled just a couple of weeks ago, before Covid-19 hit us bad.
#Thread https://t.co/7M61CZtYO9",Extremely Negative
"Camberley, UK",.@bbchealth  How can someone in a high-risk group distance against #COVID-19 when not enough drivers to deliver online shopping &amp; has no friends or relatives? My position &amp; all here are in same group,Negative
"Los Angeles, CA",Actual footage of me trying to go to the grocery store this weekend. Im not sure what yall doing with all the toilet paper but please remember were all in this together. #panicbuyers #coronavirus https://t.co/73WwtXqvT3,Positive
United States,"So, I've seen this BS pop up all over Facebook in various community groups.  You cannot call the toll free number on a can of infant formula, tell them you cannot find formula at a retail store due to COVID-19, and they'll send you a full case of free formula.  IT IS A HOAX!!! https://t.co/2CyxHEaCEZ",Extremely Positive
Blue State,"FYI: I checked out the freeze dried food companies. Seems everyone is sold out, or out of stock, or backlogged for weeks. #coronavirus",Positive
,"Although panic stockpiling may have left shelves empty, there may be some silver linings in the #coronavirus cloud such as a rise in online grocery shopping, deliveries, drive-thrus and services like post-mates! @TheSpoonTech

https://t.co/DIO9KGFixp",Negative
,"I haven't panicked bought &amp; only have enough provisions for me &amp; my family for a few days. 

I also don't have a car thanks to the idiot who smashed into mine last week. 

No online shopping slots for 3 weeks. 

It won't be Covid-19 that kills my family, it will be lack of food!",Extremely Negative
,"Mass hysteria isnt going to successfully deal with COVID-19.
For the majority contracting COVID-19 will see mild flu symptoms so no need to panic buy 6 months worth of toilet paper and canned food.",Extremely Negative
"British Columbia, Canada","Went to the store today. Most canned food is gone. We needed toilet paper and actually got a pack of 12 rolls. We got milk and cat treats as well. Thank god for Save on Foods for still having some stuff. 
Over 100 cases of Covid-19 in my province so panic buying is common.",Positive
"Chicago, IL",https://t.co/r9skYbYiHt CALLING SMALL BUSINESSES: Chicago's Department of Business Affairs &amp; Consumer Protection (BACP) is soliciting your feedback to develop resources and measures to support small businesses that have been impacted by COVID-19. Please fill out this survey ASAP.,Extremely Positive
"Douglas, AZ",And if you work at supermarket store you live paycheck to paycheck ????? #COVID2019,Neutral
"Pennsylvania, USA",What 2K Consumers Told PYMNTS About How COVID-19 Changed Their Daily Lives - https://t.co/hG5vYrH02L,Neutral
London/South East,"What's the plan for supplying food @BorisJohnson? The panic buying is crazy and the supermarkets have no slots for delivery. Rationing seems sensible. You can't ""suggest"" (how feeble) we self-isolate for months without telling us how we'll eat. #coronavirus",Extremely Negative
"Euless, TX",Consumer-debt holding organizations: Debt Relief for American households impacted by COVID-19 response - Sign the Petition! https://t.co/r6fjiK6Xxh via @Change,Negative
,"Taken by Henk Zwoferink on Saturday in Wörgl, our black beauty hauled a train bringing the last tourists home. Our colleagues are #workinghard to keep supply chains running while respecting the measures to ensure everyone's #safety. A pleasure to work with such #DedicatedPeople! https://t.co/EoXT7Q43ZB",Extremely Positive
"Philadelphia, PA",Is it safe to work here amid coronavirus? https://t.co/hmqwl0JCo8 via @phillyinquirer,Positive
"Oxford, OH",Americans Stock Up On Food as COVID-19 Concerns Rise. the only thing i bought on this list is a few extra boxes of pasta...https://t.co/C0z5g5aTmj,Neutral
"New York, NY",@Nordstrom Rack stores making efforts in Washington St market to drive store sales this weekend $JWN #retail #retailapocalypse2020 #coronavirus #retailnews https://t.co/9dfkB2NuCr,Neutral
